C1[C@@H](O)CC(C)(C)C[C@@]1(C)CNc2ccccn2,20129,26018.13435774061,0.7736527040422272
FC(F)(F)c1ccc(nc1)NC[C@]2(C)CC(C)(C)C[C@@H](C2)O,20000,25364.606155771788,0.7885003172205354
FC(F)(F)c1cccc(n1)NC[C@]2(C)CC(C)(C)C[C@@H](C2)O,19915,24137.410395707157,0.8250677961518973
C1[C@@H](O)CC(C)(C)C[C@@]1(C)CNc2ccccc2,19972,38546.94119876425,0.5181215260898644
C1[C@@H](O)CC(C)(C)C[C@@]1(C)CNc2c(Cl)cccc2,20014,33582.42869003632,0.595966425916599
C1[C@@H](O)CC(C)(C)C[C@@]1(C)CNc2cc(Cl)ccc2,20048,25508.38535861036,0.785937632592366
C1[C@@H](O)CC(C)(C)C[C@@]1(C)CNc2ccc(Cl)cc2,19975,43115.78314787129,0.46328742148769725
c1cccc(c1C(F)(F)F)NC[C@]2(C)CC(C)(C)C[C@@H](C2)O,20011,15150.757577105564,1.320792039484467
FC(F)(F)c1cc(ccc1)NC[C@]2(C)CC(C)(C)C[C@@H](C2)O,20093,21874.82763707383,0.9185443804798736
FC(F)(F)c1cc(cc(Cl)c1)NC[C@]2(C)CC(C)(C)C[C@@H](C2)O,19933,48675.6938569598,0.40950623238316547
C1[C@@H](O)CC(C)(C)C[C@@]1(C)CNc2cc(F)cc(Cl)c2,19900,40133.97245116888,0.4958392799071258
